Pais	Provincia	Partido	Localidad	ADSL	Cablemódem	Dial Up	Fibra óptica	4G	3G	Telefonía Fija	Wireless	Satelital	Total	Latitude	Longitude	location
ARGENTINA	CABA	COMUNA 15	CHACARITA	1	1	1	1	1	1	1	1	1	9	-34.5880107	-58.4541562	Chacarita, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, Argentina
ARGENTINA	CABA	COMUNA 15	PARQUE CHAS	1	1	1	1	1	1	1	1	1	9	-34.5855111	-58.4793049	Parque Chas, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, Argentina
ARGENTINA	CABA	COMUNA 15	PATERNAL	1	1	1	1	1	1	1	1	1	9	-34.5977397	-58.4701995	La Paternal, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, Argentina
ARGENTINA	CABA	COMUNA 15	VILLA CRESPO	1	1	1	1	1	1	1	1	1	9	-34.5983947	-58.4424743	Villa Crespo, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, Argentina
ARGENTINA	CABA	COMUNA 15	VILLA ORTUZAR	1	1	1	1	1	1	1	1	1	9	-34.581302	-58.4682453	Villa Ortúzar, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, Argentina
ARGENTINA	CATAMARCA	Ambato	Chuchucaruana	0	0	0	0	0	0	0	0	0	0	-27.9205035	-65.8391352	Chuchucaruana, Municipio de Los Varela, Departamento Ambato, Catamarca, K4725, Argentina
ARGENTINA	CATAMARCA	Ambato	Colpes	0	0	0	0	0	0	0	0	0	0	-28.0632893	-65.8139751	Colpes, Municipio de La Puerta, Departamento Ambato, Catamarca, K4725, Argentina
ARGENTINA	CATAMARCA	Ambato	El Bolsón	0	0	0	0	1	0	0	0	1	2	-27.9020154	-65.8804419	El Bolsón, Municipio de Los Varela, Departamento Ambato, Catamarca, K4725, Argentina
ARGENTINA	CATAMARCA	Ambato	El Rodeo	0	0	0	0	1	0	1	1	1	4	-28.215148	-65.8737873	El Rodeo, Municipio de El Rodeo, Departamento Ambato, Catamarca, K4725, Argentina
ARGENTINA	CATAMARCA	Ambato	Huaycama	0	0	0	0	0	0	0	0	0	0	-28.1192687	-65.797661	Huaycama, Municipio de La Puerta, Departamento Ambato, Catamarca, K4725, Argentina
ARGENTINA	CATAMARCA	Ambato	La Puerta	0	0	0	0	1	0	1	0	1	3	-28.1703819	-65.7914755	La Puerta, Municipio de La Puerta, Departamento Ambato, Catamarca, K4725, Argentina
ARGENTINA	CATAMARCA	Ambato	Las Chacritas	0	0	0	0	0	0	1	0	1	2	-27.6878604	-65.9243085	Las Chacritas, Municipio de Los Varela, Departamento Ambato, Catamarca, K4725, Argentina
ARGENTINA	CATAMARCA	Ambato	Las Juntas	0	0	0	0	1	0	0	0	0	1	-28.0938031	-65.8985857	Las Juntas, Municipio de Las Juntas, Departamento Ambato, Catamarca, K4725, Argentina
ARGENTINA	CATAMARCA	Ambato	Los Castillos	0	0	0	0	0	0	0	0	0	0	-27.9595747	-65.8124084	Los Castillos, Municipio de Los Varela, Departamento Ambato, Catamarca, K4725, Argentina
ARGENTINA	CATAMARCA	Ambato	Los Talas	0	0	0	0	0	0	0	1	0	1	-27.9494089	-65.8645975	Modulo Social Los Talas, Ruta Provincial 1, Los Varelas, Municipio de Los Varela, Departamento Ambato, Catamarca, K4725, Argentina
ARGENTINA	CATAMARCA	Ambato	Los Varela	0	0	0	0	1	0	0	0	1	2	-27.9314816	-65.8719682	Los Varelas, Municipio de Los Varela, Departamento Ambato, Catamarca, K4725, Argentina
ARGENTINA	CATAMARCA	Ambato	Singuil	0	0	0	0	1	0	0	0	0	1	-27.8043672	-65.8700649	Singuil, Municipio de Los Varela, Departamento Ambato, Catamarca, K4725, Argentina
ARGENTINA	CATAMARCA	Ancasti	Ancasti	0	0	0	0	1	0	1	0	1	3	-28.8126038	-65.5006949	Ancasti, Municipio de Ancasti, Departamento Ancasti, Catamarca, K4701, Argentina
ARGENTINA	CATAMARCA	Ancasti	Anquincila	0	0	0	0	0	0	0	0	0	0	-28.7466159	-65.5463488	Anquincila, Municipio de Ancasti, Departamento Ancasti, Catamarca, K4701, Argentina
ARGENTINA	CATAMARCA	Ancasti	La Candelaria	0	0	0	0	0	0	0	0	0	0	-28.689936	-65.4475024	Cueva La Candelaria, RP15, Candelaria, Municipio de Ancasti, Departamento Ancasti, Catamarca, K4701, Argentina
ARGENTINA	CATAMARCA	Ancasti	La Majada	0	0	0	0	0	0	0	0	0	0	-29.030377	-65.5444639	La Majada, Municipio de Ancasti, Departamento Ancasti, Catamarca, K4701, Argentina
ARGENTINA	CATAMARCA	Andalgalá	Aconquija	0	0	0	0	1	1	0	0	1	3	-27.4958156	-66.02675	Valle de Aconquija - Las Estancias, Municipio de Aconquija, Departamento Andalgalá, Catamarca, K4740, Argentina
ARGENTINA	CATAMARCA	Andalgalá	Alto De Las Juntas	0	0	0	0	0	0	0	0	0	0	-27.4517394	-66.0045658	Alto de Las Juntas, Valle de Aconquija - Las Estancias, Municipio de Aconquija, Departamento Andalgalá, Catamarca, K4740, Argentina
ARGENTINA	CATAMARCA	Andalgalá	Amanao	0	0	0	0	0	1	1	0	0	2	-27.5424328	-66.5150576	Amanao, Municipio de Andalgalá, Departamento Andalgalá, Catamarca, K4740, Argentina
ARGENTINA	CATAMARCA	Andalgalá	Andalgalá	1	0	0	1	1	1	1	1	1	7	-27.5830261	-66.3154994	Andalgala, Municipio de Andalgalá, Departamento Andalgalá, Catamarca, K4740, Argentina
ARGENTINA	CATAMARCA	Andalgalá	Buena Vista	0	0	0	0	0	0	0	0	0	0	-27.5052413	-66.0241138	Buena Vista, Municipio de Aconquija, Departamento Andalgalá, Catamarca, K4740, Argentina
ARGENTINA	CATAMARCA	Andalgalá	Chaquiago	0	0	0	1	0	0	0	1	1	3	-27.5477159	-66.3267081	Chaquiago, Municipio de Andalgalá, Departamento Andalgalá, Catamarca, K4740, Argentina
ARGENTINA	CATAMARCA	Andalgalá	Choya	0	0	0	0	0	0	0	0	0	0	-27.524835	-66.3868295	Choya, Municipio de Andalgalá, Departamento Andalgalá, Catamarca, K4740, Argentina
ARGENTINA	CATAMARCA	Andalgalá	El Alamito	0	0	0	0	0	0	0	1	0	1	-27.4896281	-66.0200594	El Alamito, Municipio de Aconquija, Departamento Andalgalá, Catamarca, K4740, Argentina
ARGENTINA	CATAMARCA	Andalgalá	El Lindero	0	0	0	0	0	0	1	0	0	1	-27.4689009	-66.0110797	El Lindero, Municipio de Aconquija, Departamento Andalgalá, Catamarca, K4740, Argentina
ARGENTINA	CATAMARCA	Andalgalá	El Potrero	0	0	0	1	0	0	1	0	0	2	-27.507072	-66.3255224	El Potrero, Municipio de Andalgalá, Departamento Andalgalá, Catamarca, K4740, Argentina
ARGENTINA	CATAMARCA	Andalgalá	La Aguada	0	0	0	1	0	0	0	1	0	2	-27.5602758	-66.3025749	La Aguada, Municipio de Andalgalá, Departamento Andalgalá, Catamarca, K4740, Argentina
ARGENTINA	CATAMARCA	Andalgalá	La Mesada	0	0	0	1	0	0	0	0	0	1	-27.4569308	-66.0112024	La Mesada, Alto de Las Juntas, Valle de Aconquija - Las Estancias, Municipio de Aconquija, Departamento Andalgalá, Catamarca, K4740, Argentina
ARGENTINA	CATAMARCA	Antofagasta de la Sierra	Antofagasta de la Sierra	0	0	0	0	1	0	1	0	1	3	-26.0624397	-67.4071334	Hostería Municipal Antofagasta de la Sierra, Avenida Belgrano, Antofagasta de la Sierra, Departamento Antofagasta de la Sierra, Catamarca, K4705, Argentina
ARGENTINA	CATAMARCA	Antofagasta de la Sierra	Antofalla	0	0	0	0	0	0	0	0	0	0	-25.5168206	-67.6190001	Antofalla, Departamento Antofagasta de la Sierra, Catamarca, K4705, Argentina
ARGENTINA	CATAMARCA	Antofagasta de la Sierra	El Peñón	0	0	0	0	0	0	1	0	0	1	-26.4762203	-67.2650817	El Peñón, Departamento Antofagasta de la Sierra, Catamarca, K4705, Argentina
ARGENTINA	CATAMARCA	Antofagasta de la Sierra	Los Nacimientos	0	0	0	0	0	0	0	0	0	0	-25.8247857	-67.3722638	Los Nacimientos, Departamento Antofagasta de la Sierra, Catamarca, K4705, Argentina
ARGENTINA	CATAMARCA	Belén	Barranca Larga	0	0	0	0	0	0	1	0	0	1	-26.9850106	-66.7391961	Barranca Larga, Municipio de Villa Vil, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	Belén	0	0	0	0	1	1	1	1	1	5	-27.6495962	-67.0263616	Belén, Municipio de Belén, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	Cóndor Huasi	0	0	0	0	0	0	0	0	0	0	-27.4928225	-67.1008578	Cóndor Huasi, Municipio de Pozo de Piedra, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	Corral Quemado	0	0	0	0	0	0	1	0	0	1	-27.1497736	-66.9450163	Corral Quemado, Municipio de Corral Quemado, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	El Durazno	0	0	0	0	0	0	0	0	1	1	-27.2476908	-67.0343462	El Durazno, Municipio de Belén, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	Farallón Negro	0	0	0	0	1	0	1	0	0	2	-27.3065103	-66.6807704	Farallón Negro, Municipio de Hualfín, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	Hualfín	0	0	0	0	1	0	1	0	1	3	-27.2250113	-66.8346818	Hualfín, Municipio de Hualfín, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	Jacipunco	0	0	0	0	0	0	1	0	0	1	-27.2423621	-67.0085029	Jacipunco, Municipio de Puerta de Corral Quemado, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	La Puntilla	0	0	0	0	0	0	0	0	0	0	-27.685312	-66.9934738	La Puntilla, Municipio de Belén, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	Las Juntas	0	0	0	0	0	0	0	1	0	1	-27.5361163	-67.1195573	Las Juntas, Municipio de Pozo de Piedra, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	Londres	0	0	0	0	1	0	1	1	1	4	-27.7126212	-67.1355516	Londres, Municipio de Londres, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	Los Nacimientos	0	0	0	0	1	0	1	0	0	2			
ARGENTINA	CATAMARCA	Belén	Puerta de Corral Quemado	0	0	0	0	0	0	0	0	0	0	-27.227949	-66.9341063	Puerta de Corral Quemado, Municipio de Belén, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	Puerta de San José	0	0	0	0	0	0	0	0	0	0	-27.5467521	-67.0062108	La Puerta de San José, Municipio de Puerta de San José, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Belén	Villa Vil	0	0	0	0	0	0	0	0	0	0	-27.0938462	-66.8225552	Municipio de Villa Vil, Departamento Belén, Catamarca, K4750, Argentina
ARGENTINA	CATAMARCA	Capayán	Adolfo E. Carranza	0	0	0	0	0	0	0	0	0	0	-29.026731	-66.0030759	Adolfo E. Carranza, Municipio de Chumbicha, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	Balde de la Punta	0	0	0	0	0	0	1	0	0	1	-29.5620929	-65.596035	Balde de La Punta, Municipio de Chumbicha, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	Capayán	0	0	0	0	1	0	0	0	1	2	-28.7669479	-66.0470846	Acceso a Capayan, Capayán, Municipio de Chumbicha, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	Chumbicha	1	0	0	1	1	1	1	1	1	7	-28.8532078	-66.2376266	Chumbicha, Municipio de Chumbicha, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	Colonia del Valle	0	0	0	0	0	0	1	0	1	2	-28.6536984	-65.8678684	Colonia del Valle, Municipio de Huillapima, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	Colonia Nueva Coneta	0	0	0	1	1	1	1	1	1	6	-28.5656883	-65.8404951	Canal de Riego Colonia del Valle - Nueva Coneta, Nueva Coneta, Municipio de Huillapima, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	Concepción	0	0	0	0	0	0	0	0	0	0	-28.6870178	-66.0659248	Concepción, Municipio de Huillapima, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	Coneta	0	0	0	1	0	0	1	0	1	3	-28.5793174	-65.8877082	Coneta, Municipio de Huillapima, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	El Bañado	0	0	0	0	0	0	0	0	0	0	-28.6215604	-65.8567177	El Bañado, Municipio de Huillapima, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	Huillapima	0	0	0	1	1	1	1	1	1	6	-28.7260478	-65.9788401	Huillapima, Municipio de Huillapima, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	Los Angeles	0	0	0	0	0	0	1	1	0	2	-28.5079299	-65.9540555	Los Ángeles, Municipio de Huillapima, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	Los Angeles Norte	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	CATAMARCA	Capayán	Los Angeles Sur	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	CATAMARCA	Capayán	Miraflores	0	0	0	1	1	1	1	1	1	6	-28.6010673	-65.906996	Miraflores, Municipio de Huillapima, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	San Martín	0	0	0	0	1	0	0	0	1	2	-29.22129	-65.7749357	San Martín, Municipio de Chumbicha, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	San Pablo	0	0	0	0	0	0	0	0	0	0	-28.6991436	-66.037249	San Pablo, Municipio de Huillapima, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capayán	San Pedro	0	0	0	0	0	0	0	0	0	0	-28.7480094	-66.1253902	San Pedro, Municipio de Chumbicha, Departamento Capayán, Catamarca, K4726, Argentina
ARGENTINA	CATAMARCA	Capital	Barrio Bancario	0	0	0	0	1	1	0	0	0	2	-28.50338245	-65.80547170916444	Barrio Bancario, Romis Raiden, San Fernando del Valle de Catamarca, Municipio de San Fernando del Valle de Catamarca, Departamento Capital, Catamarca, K4700, Argentina
ARGENTINA	CATAMARCA	Capital	El Pantanillo	1	0	0	1	1	1	1	0	1	6	-28.5338784	-65.7984399	El Pantanillo, Municipio de San Fernando del Valle de Catamarca, Departamento Capital, Catamarca, K4700, Argentina
ARGENTINA	CATAMARCA	Capital	San Fernando del Valle de Catamarca	1	1	1	1	1	1	1	1	1	9	-28.4689063	-65.7790719	Municipio de San Fernando del Valle de Catamarca, Departamento Capital, Catamarca, K4700, Argentina
ARGENTINA	CATAMARCA	El Alto	El Alto	0	0	0	0	1	1	0	1	1	4	-28.3105531	-65.3644815	El Alto, Municipio de El Alto, Departamento El Alto, Catamarca, K4235, Argentina
ARGENTINA	CATAMARCA	El Alto	Guayamba	0	0	0	0	0	0	1	0	0	1	-28.3489795	-65.4102158	Guayamba, Municipio de El Alto, Departamento El Alto, Catamarca, K4235, Argentina
ARGENTINA	CATAMARCA	El Alto	Infanzón	0	0	0	0	0	0	0	0	0	0	-28.5779677	-65.4061282	Infanzón, Municipio de El Alto, Departamento El Alto, Catamarca, K4235, Argentina
ARGENTINA	CATAMARCA	El Alto	Los Corrales	0	0	0	0	0	0	0	0	0	0	-28.4932355	-65.3251813	Los Corrales, Municipio de El Alto, Departamento El Alto, Catamarca, K4235, Argentina
ARGENTINA	CATAMARCA	El Alto	Tapso	0	0	0	0	0	0	0	0	1	1	-28.4443921	-65.20597268317607	Municipio de Tapso, Departamento El Alto, Catamarca, K4235, Argentina
ARGENTINA	CATAMARCA	El Alto	Vilismán	0	0	0	0	1	0	0	0	0	1	-28.4976906	-65.4330831	Vilismán, Municipio de El Alto, Departamento El Alto, Catamarca, K4235, Argentina
ARGENTINA	CATAMARCA	Fray Mamerto Esquiú	Collagasta	0	0	0	0	0	0	0	0	0	0	-28.3506655	-65.7172467	Collagasta, Departamento Fray Mamerto Esquiú, Catamarca, 4711, Argentina
ARGENTINA	CATAMARCA	Fray Mamerto Esquiú	El Hueco	0	0	0	1	0	1	0	0	0	2	-28.4178245	-65.720129	El Hueco, Departamento Fray Mamerto Esquiú, Catamarca, Argentina
ARGENTINA	CATAMARCA	Fray Mamerto Esquiú	La Carrera	0	0	0	0	0	0	0	0	1	1	-28.3548322	-65.706814	La Carrera, Departamento Fray Mamerto Esquiú, Catamarca, Argentina
ARGENTINA	CATAMARCA	Fray Mamerto Esquiú	La Falda De San Antonio	0	0	0	0	0	0	0	1	0	1	-28.4306389	-65.6947153	La Falda de San Antonio, Departamento Fray Mamerto Esquiú, Catamarca, Argentina
ARGENTINA	CATAMARCA	Fray Mamerto Esquiú	La Tercena	0	0	0	0	0	1	0	1	0	2	-28.374349	-65.7053459	La Tercena, Departamento Fray Mamerto Esquiú, Catamarca, Argentina
ARGENTINA	CATAMARCA	Fray Mamerto Esquiú	Pomancillo Este	0	0	0	0	0	0	1	0	0	1	-28.3041607	-65.7192343	Pomancillo Este, Departamento Fray Mamerto Esquiú, Catamarca, Argentina
ARGENTINA	CATAMARCA	Fray Mamerto Esquiú	Pomancillo Oeste	0	0	0	0	0	0	0	0	0	0	-28.3025612	-65.7312532	Pomancillo Oeste, Departamento Fray Mamerto Esquiú, Catamarca, Argentina
ARGENTINA	CATAMARCA	Fray Mamerto Esquiú	San Antonio	0	0	0	1	1	1	0	0	0	3	-28.4238044	-65.7050525	San Antonio, Departamento Fray Mamerto Esquiú, Catamarca, 4709, Argentina
ARGENTINA	CATAMARCA	Fray Mamerto Esquiú	San José	0	0	0	0	1	1	0	0	0	2	-28.3947494	-65.7032119	San José de Piedra Blanca, San Jose de Piedra Blanca, Departamento Fray Mamerto Esquiú, Catamarca, 4711, Argentina
ARGENTINA	CATAMARCA	Fray Mamerto Esquiú	Villa Las Pirquitas	0	0	0	0	1	0	0	0	1	2	-28.27988	-65.7321379	Villa Las Pirquitas, Villa Las Piriquitas, Departamento Fray Mamerto Esquiú, Catamarca, Argentina
ARGENTINA	CATAMARCA	La Paz	Casa de Piedra	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	CATAMARCA	La Paz	El Aybal	0	0	0	0	0	0	0	0	0	0	-29.1097034	-65.3612507	El Aibal, Municipio de Recreo, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	La Paz	El Bañado	0	0	0	0	0	0	0	0	0	0	-29.1948863	-65.4368894	El Bañado, Municipio de Recreo, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	La Paz	El Divisadero	0	0	0	0	0	0	1	0	0	1	-29.2034069	-65.4546563	El Divisadero, Municipio de Recreo, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	La Paz	El Quimilo	0	0	0	0	0	0	0	0	0	0	-29.8996572	-65.3973407	El Quimilo, Municipio de Recreo, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	La Paz	Esquiú	0	0	0	0	1	1	0	0	0	2	-29.3806043	-65.2906737	Esquiú, Municipio de Recreo, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	La Paz	Icaño	0	0	0	0	1	1	1	0	1	4	-28.9195324	-65.3301095	Icaño, Municipio de San Antonio, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	La Paz	La Dorada	0	0	0	0	0	0	1	0	0	1	-29.2424736	-65.4799278	La Dorada, Municipio de Recreo, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	La Paz	La Guardia	0	0	0	0	1	0	0	0	0	1	-29.5559703	-65.4523479	La Guardia, Municipio de Recreo, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	La Paz	Las Esquinas	0	0	0	0	0	0	0	0	0	0	-28.7357865	-65.1087195	Las Esquinas, Municipio de San Antonio, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	La Paz	Las Palmitas	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	CATAMARCA	La Paz	Quirós	0	0	0	0	1	0	1	1	0	3	-28.7859082	-65.1108653	Quirós, Municipio de San Antonio, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	La Paz	Ramblones	0	0	0	0	0	0	0	0	0	0	-29.1551852	-65.3982992	Ramblones, Municipio de Recreo, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	La Paz	Recreo	1	0	0	1	1	1	1	1	1	7	-29.30307715	-65.06135605659655	Recreo, Municipio de Recreo, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	La Paz	San Antonio	0	0	0	0	1	1	1	1	0	4	-28.9324694	-65.0967732	San Antonio, Municipio de San Antonio, Departamento La Paz, Catamarca, K5264, Argentina
ARGENTINA	CATAMARCA	Paclín	Amadores	0	0	0	0	0	0	0	0	0	0	-28.262441	-65.6374569	Amadores, Municipio de Paclín, Departamento Paclín, Catamarca, K4718, Argentina
ARGENTINA	CATAMARCA	Paclín	El Rosario	0	0	0	0	0	0	0	0	0	0	-27.9888038	-65.6892484	El Rosario, Municipio de Paclín, Departamento Paclín, Catamarca, K4718, Argentina
ARGENTINA	CATAMARCA	Paclín	La Bajada	0	0	0	0	0	0	0	0	0	0	-28.383254	-65.6209226	La Bajada, Municipio de Paclín, Departamento Paclín, Catamarca, K4718, Argentina
ARGENTINA	CATAMARCA	Paclín	La Higuera	0	0	0	0	0	0	0	0	0	0	-27.951752	-65.6995057	La Higuera, Municipio de Paclín, Departamento Paclín, Catamarca, K4718, Argentina
ARGENTINA	CATAMARCA	Paclín	La Merced	1	0	0	0	1	0	1	1	1	5	-28.1543961	-65.6594655	La Merced, Municipio de Paclín, Departamento Paclín, Catamarca, 4718, Argentina
ARGENTINA	CATAMARCA	Paclín	La Viña	0	0	0	0	0	0	0	1	0	1	-28.0383209	-65.5967281	La Viña, Municipio de Paclín, Departamento Paclín, Catamarca, K4722, Argentina
ARGENTINA	CATAMARCA	Paclín	Las Lajas	0	0	0	0	0	0	0	0	1	1	-27.8460773	-65.7263303	Las Lajas, Municipio de Paclín, Departamento Paclín, Catamarca, K4718, Argentina
ARGENTINA	CATAMARCA	Paclín	Monte Potrero	0	0	0	0	1	1	0	0	0	2	-28.1829647	-65.660128	Monte Potrero, Municipio de Paclín, Departamento Paclín, Catamarca, K4718, Argentina
ARGENTINA	CATAMARCA	Paclín	Palo Labrado	0	0	0	0	0	0	1	0	0	1	-28.3228277	-65.619809	Palo Labrado, Municipio de Paclín, Departamento Paclín, Catamarca, K4718, Argentina
ARGENTINA	CATAMARCA	Paclín	San Antonio	0	0	0	0	0	0	1	1	1	3			
ARGENTINA	CATAMARCA	Paclín	Villa de Balcozna	0	0	0	0	1	0	0	0	0	1	-27.873376	-65.7534957	Balcosna de Afuera, Municipio de Paclín, Departamento Paclín, Catamarca, K4718, Argentina
ARGENTINA	CATAMARCA	Pomán	Apoyaco	0	0	0	0	0	0	0	0	0	0	-28.3050283	-66.137395	Apoyaco, Municipio de Mutquín, Departamento Pomán, Catamarca, K5321, Argentina
ARGENTINA	CATAMARCA	Pomán	Colana	0	0	0	0	0	0	1	0	0	1	-28.3623803	-66.1599113	Rosario de Colana, Municipio de Pomán, Departamento Pomán, Catamarca, K5321, Argentina
ARGENTINA	CATAMARCA	Pomán	Colpes	0	0	0	0	0	0	0	1	0	1	-28.058635	-66.1976832	Colpes, Municipio de Saujil, Departamento Pomán, Catamarca, K5321, Argentina
ARGENTINA	CATAMARCA	Pomán	El Pajonal (Est. Pomán)	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	CATAMARCA	Pomán	Joyango	0	0	0	0	0	0	1	0	0	1	-28.0955682	-66.1228207	Joyango, Municipio de Saujil, Departamento Pomán, Catamarca, K5321, Argentina
ARGENTINA	CATAMARCA	Pomán	Mutquin	0	0	0	0	0	0	1	0	1	2	-28.3147778	-66.1492059	Mutquín, Municipio de Mutquín, Departamento Pomán, Catamarca, K5321, Argentina
ARGENTINA	CATAMARCA	Pomán	Pomán	0	0	0	0	1	1	1	0	1	4	-28.3951319	-66.2183688	Pomán, Municipio de Pomán, Departamento Pomán, Catamarca, K5321, Argentina
ARGENTINA	CATAMARCA	Pomán	Rincón	0	0	0	0	1	0	1	0	0	2	-28.2212631	-66.1434813	Rincón, Municipio de Saujil, Departamento Pomán, Catamarca, K5321, Argentina
ARGENTINA	CATAMARCA	Pomán	San Miguel	0	0	0	0	0	0	0	1	0	1	-28.1400307	-66.2025667	San Miguel, Municipio de Saujil, Departamento Pomán, Catamarca, K5321, Argentina
ARGENTINA	CATAMARCA	Pomán	Saujil	0	0	0	0	1	0	1	1	1	4	-28.1738086	-66.2114866	Saujil, Municipio de Saujil, Departamento Pomán, Catamarca, K5321, Argentina
ARGENTINA	CATAMARCA	Pomán	Siján	0	0	0	0	0	0	1	0	1	2	-28.2614878	-66.22427	Siján, Municipio de Saujil, Departamento Pomán, Catamarca, K5321, Argentina
ARGENTINA	CATAMARCA	Santa María	Andalhualá	0	0	0	0	0	0	0	0	0	0	-26.882256	-66.0469066	Andalhualá, Municipio de San José, Departamento Santa María, Catamarca, K4139, Argentina
ARGENTINA	CATAMARCA	Santa María	Caspichango	0	0	0	0	0	0	0	0	0	0	-26.7324898	-65.9523925	Caspichango, Municipio de Santa María, Departamento Santa María, Catamarca, K4139, Argentina
ARGENTINA	CATAMARCA	Santa María	Chañar Punco	0	0	0	0	1	0	0	0	0	1	-26.7450862	-66.0796177	Chañar Punco, Municipio de San José, Departamento Santa María, Catamarca, K4139, Argentina
ARGENTINA	CATAMARCA	Santa María	El Cajón	0	0	0	0	0	0	1	0	0	1	-26.2881688	-66.220225	El Cajón, Municipio de Santa María, Departamento Santa María, Catamarca, K4139, Argentina
ARGENTINA	CATAMARCA	Santa María	El Cerrito	0	0	0	0	1	1	0	0	0	2	-26.69532	-66.0659454	El Cerrito, Municipio de Santa María, Departamento Santa María, Catamarca, K4139, Argentina
ARGENTINA	CATAMARCA	Santa María	El Desmonte	0	0	0	0	0	0	0	0	0	0	-26.8827905	-66.1006133	El Desmonte, Municipio de San José, Departamento Santa María, Catamarca, K4139, Argentina
ARGENTINA	CATAMARCA	Santa María	El Puesto	0	0	0	0	0	0	0	0	0	0	-26.6567545	-66.0587491	El Puesto, Municipio de Santa María, Departamento Santa María, Catamarca, K4139, Argentina
ARGENTINA	CATAMARCA	Santa María	Famatanca	0	0	0	0	0	0	0	0	0	0	-26.766667	-66.083333	Famatanca, Municipio de San José, Departamento Santa María, Catamarca, K4139, Argentina
ARGENTINA	CATAMARCA	Santa María	Fuerte Quemado	0	0	0	0	0	0	0	0	0	0	-26.6226547	-66.0499943	Fuerte Quemado, Municipio de Santa María, Departamento Santa María, Catamarca, K4139, Argentina
